name,domains,web_pages,contact,location_id
Indian Institute of Information Technology Sri City,['iiits.in'],['https://www.iiits.ac.in/'],,2
Ramaiah University of Applied Sciences,['msruas.ac.in'],['https://msruas.ac.in'],,2
Sardar Patel University,['spuvvn.edu'],['http://www.spuvvn.edu/'],,2
Jai Narain Vyas University,['ptetjnvu.org'],['http://www.ptetjnvu.org/'],,2
ARYA Institute of Engineering & Technology,['aryainstitutejpr.com'],['http://www.aryainstitutejpr.com/'],,2
Malaviya National Institute of Technology Jaipur,['mnit.ac.in'],['http://www.mnit.ac.in/'],,2
RMK College of Engineering and Technology,['rmkcet.ac.in'],['https://rmkcet.ac.in/'],,2
Bhavnagar University,['bhavuni.edu'],['http://www.bhavuni.edu/'],,2
Indian Agricultural Research Institute,['iari.ernet.in'],['http://www.iari.ernet.in/']," 011-25843438, 011-25842390 , 011-25846420",2
Mahatma Gandhi Kashi Vidyapith,['mgkvp.ac.in'],['http://www.mgkvp.ac.in/'],,2
Bankura University,['bankurauniv.com'],['http://www.bankurauniv.com/'],,2
University of Delhi,['du.ac.in'],['http://www.du.ac.in/'],"duet@nta.ac.in,+91-11-27662602, 011-40759000",2
National Law School of India University,['nls.ac.in'],['http://www.nls.ac.in/'],,2
Dr. Panjabrao Deshmukh Krishi Vidyapeeth,['pdkv.ac.in'],['http://www.pdkv.ac.in/'],,2
Sri Sai Ram Engineering College,['sairam.edu.in'],['https://sairam.edu.in/'],,2
IASE (Institute of Advanced Studies) Deemed University,['iaseduniv.org'],['http://www.iaseduniv.org/'],,2
Annamalai University,['annamalaiuniversity.ac.in'],['http://www.annamalaiuniversity.ac.in/'],,2
"Maharaja Ganga Singh University, Bikaner",['mgsubikaner.ac.in'],['http://www.mgsubikaner.ac.in/'],,2
National Dairy Research Institute,['ndri.nic.in'],['http://ndri.nic.in/'],,2
Shri Jagdishprasad Jhabarmal Tibrewala University,['jjtu.ac.in'],['https://jjtu.ac.in/'],,2
Loyola-ICAM College of Engineering and Technology,['licet.ac.in'],['https://licet.ac.in/'],"licet@licet.ac.in,+91 - 44 - 28178490, 9003813339 , - 600034",2
"ICFAI University, Meghalaya",['iumeghalaya.edu.in'],['https://www.iumeghalaya.edu.in/'],,2
Makanlal Chutur Vedi University,['mcu.ac.in'],['http://www.mcu.ac.in/'],"mcu.pravesh@gmail.com,admission@mcu.ac.in, 0755-2553523 , 9754870534 , 7693861752 ",2
CMJ University,['cmjuniversity.edu.in'],['http://www.cmjuniversity.edu.in/'],"info@cmjumeghalaya.edu.in,registrar@cmjumeghalaya.edu.in,-793101 , 0361-2897413 , 0361-2897101 ,2897416 , 863854226 ",2
Indira Gandhi Institute of Medical Sciences,['igims.org'],['http://www.igims.org/'],,2
Lakshmibai National Institute of Physical Education,['lnipe.edu'],['http://www.lnipe.edu/'],,2
West Bengal University of Technology,['wbut.net'],['http://www.wbut.net/'],,2
"Anna University of Technology, Tirunelveli",['annauniv.edu.in'],['http://www.annauniv.edu.in/'],,2
"International Institute of Information Technology, Bhubaneswar",['iiit-bh.ac.in'],['https://www.iiit-bh.ac.in/'],"offdirector@iiit-bh.ac.in,+91-674-3060500, 0674-3060-504",2
Madurai Kamaraj University,['mkuhyd.com'],['http://www.mkuhyd.com/'],,2
Center for Entrepreneurship and Small Business Management,['cesbm.ac.in'],['http://www.cesbm.ac.in/'],"CSUFentrepreneurship@fullerton.edu, 3280 800 , 92834-6848 , 278-3464 ",2
Pondicherry University,['bicpu.edu.in'],['https://bicpu.edu.in'],,2
Easwari Engineering College,['srmeaswari.ac.in'],['https://srmeaswari.ac.in/'],,2
"ICFAI University, Himachal Pradesh",['iuhimachal.edu.in'],['https://www.iuhimachal.edu.in/'],,2
Lovely Professional University,['lpu.in'],['http://www.lpu.in/'],,2
University of Mumbai,['mu.ac.in'],['http://www.mu.ac.in/'],,2
COEP Technological University,['coeptech.ac.in'],['https://www.coep.org.in/'],,2
Sanjay Gandhi Postgraduate lnstitute of Medical Sciences,['sgpgi.ac.in'],['http://www.sgpgi.ac.in/'],,2
South Gujarat University,['sgu.ernet.in'],['http://www.sgu.ernet.in/']," - 395007, 2227141 , 2227146 , 1800 2333 011 , 2388888 ",2
National Institute of Mental Health and Neuro Sciences,['nimhans.kar.nic.in'],['http://www.nimhans.kar.nic.in/'],,2
Deccan College Postgraduate and Research Institute,['deccancollegepune.ac.in'],['http://www.deccancollegepune.ac.in/'],"academic@dcpune.ac.in,registrar@dcpune.ac.in, 411 006, 020-26513237 , 9881040304 , 020-26513284 ",2
"ICFAI University, Hyderabad",['ifheindia.org'],['https://www.ifheindia.org/'],,2
Jai Prakash University,['jpv.bih.nic.in'],['http://jpv.bih.nic.in/'],,2
Madras Institute of Technology,['mitindia.edu'],['https://www.mitindia.edu/en/'],"dean@mitindia.edu,deanmit@annauniv.edu, -600044 , 044 2251 6002",2
Chandil Polytechnic School,['chandilpolytechnic.org'],['https://www.chandilpolytechnic.org/'],,2
KIET Group of Institutions,['kiet.edu'],['https://kiet.edu'],"admission.as@kiet.edu,+91-7949335337",2
National Institute of Technology Jamshedpur,['nitjsr.ac.in'],['http://www.nitjsr.ac.in/'],,2
Alpha College of Engineering,['alphagroup.edu'],['https://alphagroup.edu/engineering/'],,2
Central Agricultural University,['cau.org.in'],['http://www.cau.org.in/'],,2
Vardhaman Mahaveer Open University,['vmou.ac.in'],['http://www.vmou.ac.in/'],,2
Sri Venkateswara College of Engineering,['svce.ac.in'],['https://www.svce.ac.in/'],,2
Sri Venkateswara Institute of Medical Sciences,['svimstpt.ap.nic.in'],['http://svimstpt.ap.nic.in/'],,2
University of Mysore,['uni-mysore.ac.in'],['http://www.uni-mysore.ac.in/'],,2
University of Hyderabad,['uohyd.ernet.in'],['http://www.uohyd.ernet.in/'],,2
Indus University,['indusuni.ac.in'],['http://www.indusuni.ac.in/'],,2
Ahmedabad University,['ahduni.edu.in'],['http://www.ahduni.edu.in/'],,2
Chaudhary Charan Singh University,['ccsuniversity.ac.in'],['http://www.ccsuniversity.ac.in/'],,2
National Institute of Technology Kurukshetra,['nitkkr.net'],['http://www.nitkkr.net/'],"admission@nitkkr.ac.in,scholarship@nitkkr.ac.in,dr1@nitkkr.ac.in,- 01744-233227,- 01744-233227",2
Assam Agricultural University,['aau.ac.in'],['http://www.aau.ac.in/'],,2
Tata Institute of Social Sciences,['tiss.edu'],['http://www.tiss.edu/'],,2
Rajiv Gandhi University,['rgu.ac.in'],['http://www.rgu.ac.in/'],,2
Dayalbagh Educational Institute,['dei.ac.in'],['http://www.dei.ac.in/'],,2
Institute of Technology and Management,['itmindia.edu'],['http://www.itmindia.edu/'],"campus@iesbpl.ac.in,admissions@iesbpl.ac.in, 9229251477, 9229251422",2
International Institute for Population Sciences,['iipsindia.org'],['http://www.iipsindia.org/'],,2
AISECT University,['aisectuniversity.ac.in'],['http://www.aisectuniversity.ac.in/'],"+91-8252299990,+91-840-488-4433 ",2
West Bengal University of Animal and Fishery Sciences,['wbuafs.nic.in'],['http://www.wbuafs.nic.in/'],,2
Dr. Ram Manohar Lohia Avadh University,['rmlau.ac.in'],['http://www.rmlau.ac.in/'],"+91 5278-246223,+91 5278-246330",2
"ICFAI University, Sikkim",['iusikkim.edu.in'],['https://www.iusikkim.edu.in/'],,2
Alagappa University,['alagappauniversity.ac.in'],['http://www.alagappauniversity.ac.in/'],"coe@alagappauniversity.ac.in,alucoese@gmail.com, - 630 003 , 4565 223120 , 4565 225624 ",2
Rajasthan Technical University,['rtu.ac.in'],['http://www.rtu.ac.in/'],,2
Sri Sivasubramaniya Nadar Institutions,['ssn.edu.in'],['https://www.ssn.edu.in/']," 044 - 2441 1656 , 2441 6474",2
All India Institute of Medical Sciences,['aiims.ac.in'],['http://www.aiims.ac.in/'],,2
VIT Bhopal,['vitbhopal.ac.in'],['https://vitbhopal.ac.in/'],,2
Biju Pattnaik University of Technology,['bput.org'],['http://www.bput.org/'],,2
Deen Dayal Upadhyay Gorakhpur University,['ddugu.edu.in'],['http://www.ddugu.edu.in/'],,2
Kameshwar Singh Darbhanga Sanskrit University,['ksdsu.edu.in'],['http://www.ksdsu.edu.in/'],,2
Kannur University,['kannuruniversity.ac.in'],['http://www.kannuruniversity.ac.in/'],"deptsws@kannuruniv.ac.in,ugsws@kannuruniv.ac.in, 0497-2715284, 0497-2715261,7356948230 ",2
Nizam's Institute of Medical Sciences,['nims.ap.nic.in'],['http://nims.ap.nic.in/'],,2
University of Kalyani,['klyuniv.ac.in'],['http://www.klyuniv.ac.in/'],,2
Indira Gandhi National Open University,['ignou.ac.in'],['http://www.ignou.ac.in/'],"info@ignou.com, 29534229, 29534326, 29571984, 29571985, 29571986 , 29572513, 29572514 ",2
CCS Haryana Agricultural University,['hau.ernet.in'],['http://hau.ernet.in/']," - 125004,+91-01662-234613",2
Dr. B. R. Ambedkar National Institute of Technology Jalandhar,['nitj.ac.in'],['http://www.nitj.ac.in/'],,2
Bharati Vidyapeeth University,['bharatividyapeeth.edu'],['http://www.bharatividyapeeth.edu/'],,2
Gujarat University Ahmedabad,['gujaratuniversity.org.in'],['http://www.gujaratuniversity.org.in/']," - 380 009,+91-079-26301341, 26300342,+91-079-26302654",2
Central Institute of English and Foreign Languages,['ciefl.org'],['http://www.ciefl.org/'],,2
Jiwaji University,['jiwaji.edu'],['http://www.jiwaji.edu/'],,2
Sharda University,['sharda.ac.in'],['https://www.sharda.ac.in/'],"admission@sharda.ac.in,+91-120-4570000 ,+91-120-4060210 ,+91-120-4060211 ,- 9205586066",2
"ICFAI University, Mizoram",['iumizoram.edu.in'],['https://www.iumizoram.edu.in/'],,2
"Indian Institute of Information Technology, Guwahati",['iiitg.ac.in'],['http://www.iimtrichy.ac.in/'],,2
SA Engineering College,['saec.ac.in'],['https://www.saec.ac.in/'],,2
"Allahabad Agricultural Institute, Deemed University",['aaidu.org'],['http://www.aaidu.org/'],"registrar@aaidu.org, 2684281, 2684593",2
School of Planning and Architecture,['spa.ac.in'],['http://www.spa.ac.in/']," 110 002 ,+ 91 11 2370 2375 ,+ 91 11 2370 2376 ,+ 91 11 2372 4383 ,+ 91 11 2370 2383 ",2
DAV Institute of Engineering & Technology,['davietjal.org'],['http://www.davietjal.org/'],,2
Allahabad University,['alldunivpio.org'],['http://www.alldunivpio.org/'],"+880 111 222 333 ,+880 111 222 333, - 211002 0532-2461083",2
North Eastern Hill University,['nehu.ac.in'],['http://www.nehu.ac.in/'],,2
University of Roorkee,['uor.org'],['http://www.uor.org/'],,2
Thiruvalluvar University,['tvuni.in'],['http://www.tvuni.in/'],,2
Maulana Azad National Institute of Technology Bhopal,['manit.ac.in'],['http://www.manit.ac.in/'],,2
Anna University,['annauniv.edu'],['http://www.annauniv.edu/'],,2
Central Institute of Fisheries Education,['cife.edu.in'],['http://www.cife.edu.in/'],,2
Punjab Agricultural University,['pau.edu'],['http://www.pau.edu/'],"registrar@pau.edu, - 141004, 91-161-2401960-79",2
Kanpur University,['kanpuruniversity.org'],['http://www.kanpuruniversity.org/'],,2
Gujarat Ayurved University,['ayurveduniversity.com'],['http://www.ayurveduniversity.com/'],,2
Maharaja Sayajirao University of Baroda,['msubaroda.ac.in'],['http://www.msubaroda.ac.in/'],,2
National Institute of Technology Trichy,['nitt.edu'],['http://www.nitt.edu/'],"deanac@nitt.edu, - 620015, 0431-2501801 - 2501808 , 2025 - 2026 ",2
Sido Kanhu Murmu University,['skmu.edu.in'],['http://www.skmu.edu.in/'],"s.k.m.university.dumka@gmail.com, - 814110, 06434-222495",2
Velammal Engineering College,['velammal.edu.in'],['https://velammal.edu.in/'],,2
Punjab Technical University,['ptu.ac.in'],['http://www.ptu.ac.in/'],,2
Hindustan Institute of Technology and Science,['hindustanuniv.ac.in'],['https://hindustanuniv.ac.in/'],,2
Berhampur University,['bamu.nic.in'],['http://www.bamu.nic.in/'],,2
Mohan Lal Sukhadia University,['mlsu.ac.in'],['http://www.mlsu.ac.in/'],,2
Barkatullah University,['bubhopal.nic.in'],['http://www.bubhopal.nic.in/'],,2
Indian Statistical Institute,['isical.ac.in'],['http://www.isical.ac.in/'],,2
Pandit Deendayal Petroleum University,['pdpu.ac.in'],['http://www.pdpu.ac.in/'],,2
Tamil Nadu Dr. Ambedkar Law University,['tndalu.org'],['http://www.tndalu.org/'],,2
Periyar University,['spuniv.org'],['http://www.spuniv.org/'],,2
Moulana Azad national Urdu University,['manuu.ac.in'],['http://www.manuu.ac.in/'],,2
Dhirubhai Ambani Institute of Information and Communication Technology,['da-iict.org'],['http://www.da-iict.org/'],,2
Chandra Shekhar Azad University of Agriculture and Technology,['csauk.ac.in'],['http://www.csauk.ac.in/'],,2
Sri Venkateswara University,['svuni.ap.nic.in'],['http://svuni.ap.nic.in/'],,2
"ICFAI University, Nagaland",['iunagaland.edu.in'],['https://www.iunagaland.edu.in/'],,2
Gurukula Kangri University,['gkvharidwar.org'],['http://www.gkvharidwar.org/'],"registrar@kgcd.gkv.ac.in,-249404 ,07300761138 ",2
Banasthali University,['banasthali.org'],['http://www.banasthali.org/'],,2
Ranchi University,['ranchiuniversity.org.in'],['http://www.ranchiuniversity.org.in/'],,2
ICFAI University,['icfai.org'],['http://www.icfai.org/'],,2
VBS Purvanchal University,['vbspu.ac.in'],['http://vbspu.ac.in/'],,2
RMD Engineering College,['rmd.ac.in'],['https://rmd.ac.in/'],"rmdecp@gmail.com, 04433303030",2
Shreemati Nathibai Damodar Thackersey Women's University,['sndt.edu'],['http://www.sndt.edu/']," 400049 , 022-2660 8493 022-2660 8462",2
Bharath Institue Of Higher Education & Research,['bharathuniv.com'],['http://www.bharathuniv.com/'],,2
Jawaharlal Nehru Centre for Advanced Scientific Research,['jncasr.ac.in'],['http://www.jncasr.ac.in/'],"nsmadmin@jncasr.ac.in,-560064 ,+91 80 2208 2945",2
University of Calcutta,['caluniv.ac.in'],['http://www.caluniv.ac.in/'],,2
Sree Rama Krishna Degree College,['srkdc.org'],['http://www.srkdc.org/'],,2
Jamia Millia Islamia University,['jmi.nic.in'],['http://jmi.nic.in/'],,2
Pondicherry University,['pondiuni.org'],['http://www.pondiuni.org/'],,2
Solapur University,['su.digitaluniversity.ac'],['http://su.digitaluniversity.ac/'],,2
Banaras Hindu University,['bhu.ac.in'],['http://www.bhu.ac.in/'],,2
National Institute of Technology Silchar,['nits.ac.in'],['http://www.nits.ac.in/'],,2
National Institute of Technology Agartala,['nita.ac.in'],['http://www.nita.ac.in/'],,2
Sree Chitra Tirunal Institute for Medical Sciences and Technology,['sctimst.ker.nic.in'],['http://sctimst.ker.nic.in/'],,2
Babasaheb Bhimrao Ambedkar University,['bbauindia.org'],['http://www.bbauindia.org/'],,2
Vikrama Simhapuri University,['simhapuriuniv.ac.in'],['http://www.simhapuriuniv.ac.in/'],,2
Bhagwan Parshuram Institute of Technology,"['bpitindia.edu.in', 'bpitindia.in']",['http://bpitindia.ac.in'],,2
"Rajasthan Agricultural University, Bikaner",['raubikaner.org'],['http://www.raubikaner.org/'],,2
Aditya University,['aditya.ac.in'],['https://aditya.ac.in/'],,2
Greater Kolkata College of Engineering & Management,['gkcem.ac.in'],['https://www.gkcem.ac.in/'],,2
Nalanda Open University,['nalandaopenuniversity.info'],['http://www.nalandaopenuniversity.info/'],,2
Tamil Nadu Dr. M.G.R. Medical University,['tnmmu.ac.in'],['http://www.tnmmu.ac.in/'],,2
"National Museum Institute of History of Art, Conservation and Museology",['nationalmuseumindia.org'],['http://www.nationalmuseumindia.org/nmi/index.htm'],,2
Chhatrapati Shahu Ji Maharaj University,['kanpuruniversity.org'],['http://www.kanpuruniversity.org/'],,2
National Institute of Technology Srinagar,['nitsri.net'],['http://www.nitsri.net/'],,2
"Hidayatullah National Law University, Raipur",['hnluraipur.com'],['http://www.hnluraipur.com/'],,2
Visvesvaraya National Institute of Technology,['vnitnagpur.ac.in'],['http://www.vnitnagpur.ac.in/'],"trusharg@mec.vnit.ac.in,+91-7122801169",2
Dibrugarh University,['dibru.ernet.in'],['http://www.dibru.ernet.in/'],,2
Sambalpur University,['sambalpuruniversitypgc.in'],['http://www.sambalpuruniversitypgc.in/'],,2
National Sanskrit University,['sanskrit.nic.in'],['http://www.sanskrit.nic.in/'],,2
Sri Padmavati Women's University,['padmavatiwomen-univ.org'],['http://www.padmavatiwomen-univ.org/'], 0877-2284592,2
Shridhar University,['shridharuniversity.ac.in'],['http://www.shridharuniversity.ac.in/'],"info@shridharuniversity.ac.in, - 333031 ,+91-7895 343434 ,+91-01596-298551 ",2
University of Health Sciences Andhra Pradesh,['ntruhs.ap.nic.in'],['http://ntruhs.ap.nic.in/'],,2
Dr. Bhim Rao Abdekar University,['brauagra.com'],['http://www.brauagra.com/'],,2
"Dr. Hari Singh Gour University, formerly University of Sagar",['sagaruniversity.nic.in'],['http://www.sagaruniversity.nic.in/'],,2
Guru Jambeshwar University,['gju.ernet.in'],['http://www.gju.ernet.in/'],,2
Guru Ghasidas University,['ggu.ac.in'],['http://www.ggu.ac.in/'],,2
Gokhale Institute of Politics and Economics,['gipe.ernet.in'],['http://www.gipe.ernet.in/'],,2
KCG College of Technology,['kcgcollege.ac.in'],['https://kcgcollege.ac.in/'],,2
Indian Law Institue,['ili.ac.in'],['https://www.ili.ac.in/'],,2
Sri Sathya Sai Institute of Higher Learning,['srisathyasai.org.in'],['http://www.srisathyasai.org.in/pages/instts/HighLearn.htm'],"+91 9441 911 391 ,+91 83310 34774 ,+91 8555 287239 ",2
Mahatma Gandhi Chitrakut Gramoday University,['ruraluniversity-chitrakoot.org'],['http://www.ruraluniversity-chitrakoot.org/'],"registrar@gramodayachitrakoot.ac.in,vc@gramodayachitrakoot.ac.in, 485334 , 07670-265411, 07670-265413 , 07670-265413 , 07670-265411 ",2
Guru Nanak Institute of Dental Sciences & Research,['gnidsr.ac.in'],['https://www.gnidsr.ac.in/'],,2
Charotar University of Science and Technology,['charusat.ac.in'],['https://www.charusat.ac.in/'],,2
Rajagiri School of Engineering and Technology,['rajagiritech.edu.in'],['https://www.rajagiritech.edu.in/'],,2
Rajalakshmi Engineering College,['rajalakshmi.org'],['https://www.rajalakshmi.org/'],,2
Narsee Monjee Institute of Management Studies,['nmims.edu'],['http://www.nmims.edu/'],"enquiry.mpstme@nmims.edu,admissions.mpstme@nmims.edu,+91 22 4233 4000 ",2
Sri Krishnadevaraya University,['skuniv.ap.nic.in'],['http://skuniv.ap.nic.in/'],"directordoasku2015@gmail.com, 08554-255889",2
Osmania University,['osmania.ac.in'],['http://www.osmania.ac.in/'],,2
Dr. C.V. Raman University,['cvru.ac.in'],['http://www.cvru.ac.in/'],,2
Somaiya Vidyavihar,['somaiya.edu'],['https://somaiya.edu/'],"sundarrajan@somaiya.edu,internationalrelations@somaiya.edu,+91-22-67283064",2
Fatima Mata National College,['fatimacollege.net'],['http://www.fatimacollege.net/'],,2
Jeppiar Engineering College,['jeppiaarcollege.org'],['https://jeppiaarcollege.org/jeppiaar/'],,2
Rani Durgavati University,['rdunijbpin.org'],['http://www.rdunijbpin.org/'],,2
Asansol Engineering College,['aecwb.edu.in'],['http://www.aecwb.edu.in/'],,2
National Institute of Technology Surathkal,"['nitk.ac.in', 'nitk.edu.in']","['http://www.nitk.ac.in/', 'http://www.nitk.edu.in/']",,2
Veer Surendra Sai University of Technology,['vssut.ac.in'],['http://www.vssut.ac.in/'],+91 8480 441 756,2
Nirma University,['nirmauni.ac.in'],['http://www.nirmauni.ac.in/'],,2
Punjab Engineering College,['pec.ac.in'],['http://www.pec.ac.in/'],,2
"International Institute of Information Technology, Bangalore",['iiitb.ac.in'],['https://www.iiitb.ac.in/'],,2
Karunya Institute Of Technology,['karunya.edu'],['http://www.karunya.edu/'],,2
"Indian Institute of Technology, Bombay",['iitb.ac.in'],['http://www.iitb.ac.in/'],,2
"Indian Institute of Information Technology, Kota",['iiitkota.ac.in'],['http://iiitkota.ac.in/'],,2
Navrachana University,['nuv.ac.in'],['https://www.nuv.ac.in/'],,2
Sree Sankaracharya University of Sanskrit,['ssus.ac.in'],['http://www.ssus.ac.in/'],,2
Guru Gobind Singh Indraprastha University,['ipu.ac.in'],['http://www.ipu.ac.in/'],,2
B. S. Abdur Rahman University,['bsauniv.ac.in'],['http://www.bsauniv.ac.in/'],,2
National Institute of Industrial Engineering,['nitie.edu'],['http://www.nitie.edu/'],"admissions@nitie.edu, 2023-24, - 400087 , 022 - 28575590 ",2
Singhania University,['singhaniauniversity.ac.in'],['https://singhaniauniversity.ac.in/'],,2
Kalinga Institute of Industrial Technology (KIIT),['kiit.ac.in'],['https://kiit.ac.in/'],,2
"Sikkim Manipal University of Health, Medical and Technological Sciences",['smu.edu.in'],['http://www.smu.edu.in/'],,2
Jaipur National University,['jnujaipur.ac.in'],['http://www.jnujaipur.ac.in/'],,2
University of Jammu,['jammuvarsity.org'],['http://www.jammuvarsity.org/'],,2
"Global Open University , Nagaland",['government.ind.in'],['http://www.government.ind.in/'],,2
Dr. B.R. Ambedkar Open University,['braou.ac.in'],['http://www.braou.ac.in/'],,2
Pandit Ravi Shankar Shukla University,['rsuniversity.com'],['http://www.rsuniversity.com/'],,2
North Maharashtra University,['nmu.ac.in'],['http://www.nmu.ac.in/']," - 0257-2258418, 9403002042, 9403002015, 9403002018, 9403002054, 9403002024, 9403002082",2
Swami Ramanand Teerth Marathwada University,['srtmun.org'],['http://www.srtmun.org/'],,2
St Joseph's Institute Of Technology,['stjosephstechnology.ac.in'],['https://www.stjosephstechnology.ac.in/'],,2
"ICFAI University, Jharkhand",['iujharkhand.edu.in'],['https://www.iujharkhand.edu.in/'],,2
JIS College of Engineering,['jiscollege.ac.in'],['https://www.jiscollege.ac.in/'],,2
Thiagarajar College of Engineering,['tce.edu'],['http://www.tce.edu/'],,2
SRM Institute Of Science & Technology,['srmuniv.ac.in'],['http://www.srmuniv.ac.in/'],"infodesk@srmist.edu.in, - 603 203 ,+91-44- 27417000,+91-44-27417777 ,+91 80 69087000",2
Central Institute of Higher Tibetan Studies,['cihts.ac.in'],['http://www.cihts.ac.in/'],,2
Indira Gandhi Agricultural University,['igau.edu.in'],['http://www.igau.edu.in/'],,2
Acharya Nagarjuna University,['nagarjunauniversity.ac.in'],['http://www.nagarjunauniversity.ac.in/'],,2
Shri Jagannath Sanskrit University,['sjsv.nic.in'],['http://www.sjsv.nic.in/'],,2
Bhagwant University,['bhagwantuniversity.com'],['http://www.bhagwantuniversity.com/'],,2
Rajalakshmi Institute of Technology,['ritchennai.org'],['https://ritchennai.org/'],,2
University of Kerala,['keralauniversity.ac.in'],['http://www.keralauniversity.ac.in/'],,2
Parul University,['paruluniversity.ac.in'],['http://www.paruluniversity.ac.in/'],,2
Thapar Institute of Engineering and Technology,['tiet.ac.in'],['http://www.tiet.ac.in/'],"admissions@thapar.edu,+91-18002024100, 1800 202 4100",2
Anurag University,['anurag.edu.in'],['https://anurag.edu.in'],,2
Sister Nivedita University,['snuniv.ac.in'],['https://snuniv.ac.in/'],"info@snuniv.ac.in,- 700156,+91 7595044470,+91 7595044471",2
Jain Vishva Bharati Institute,['jvbi.ac.in'],['http://www.jvbi.ac.in/'],,2
Karnatak University,['kud.ac.in'],['http://www.kud.ac.in/'],,2
Open International University for Alternative Medicines,['altmeduniversity.com'],['http://www.altmeduniversity.com/'],,2
South Asian University,['southasianuniversity.org'],['http://www.southasianuniversity.org/'],"admission@sau.int,+91-9910496853,+91-9650970295 ",2
Birla Institute of Technology and Science,['bits-pilani.ac.in'],['http://www.bits-pilani.ac.in/'],,2
Awadhesh Pratap Singh University,['apsurewa.nic.in'],['http://www.apsurewa.nic.in/'],-239472,2
Dav University,['davuniversity.org'],['http://www.davuniversity.org/'],"academicaffairs@davuniversity.org,admission@davuniversity.org, 1800-1800-190, 0181-2708841, 18001800190, 7087017551-52",2
Bharathiar University,['bharathi.ernet.in'],['http://www.bharathi.ernet.in/'],,2
National Institute of Technology Rourkela,['nitrkl.ac.in'],['http://www.nitrkl.ac.in/'],,2
Bishop Herber College,['bhc.edu.in'],['https://bhc.edu.in'],,2
Konkan Agricultural University,['dbskkv.org'],['http://www.dbskkv.org/'],,2
Patna University,['puonline.bih.nic.in'],['http://puonline.bih.nic.in/'],,2
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,['kanchiuniv.ac.in'],['http://www.kanchiuniv.ac.in/'],+91 9629 00 11 44,2
"International Institute of Information Technology, Pune",['squareit.edu.in'],['https://www.isquareit.edu.in/'],,2
University of Kota,['uok.ac.in'],['http://www.uok.ac.in/']," 2017-18,+91-744-2472934 ,+91-744-2472960",2
Kakatiya University,['kuwarangal.com'],['http://www.kuwarangal.com/'],,2
Amity University,['amity.edu'],['http://www.amity.edu/'],"infonagpur@aic.amity.edu, 0120-2445252 , 4713600,+91 8448396303 , 0712-6631899 ",2
MIT World Peace University,['mitwpu.edu.in'],['https://mitwpu.edu.in/'],"admissions@mitwpu.edu.in,+91 20 -7117 7104 ,+91 20-7117 7105,+919881492848 ",2
Motilal Nehru National Institute Of Technology,['mnnit.ac.in'],['http://www.mnnit.ac.in/'],,2
Hemwati Nandan Bahuguna Garhwal University,['hnbgu.ac.in'],['http://www.hnbgu.ac.in/'],,2
Gauhati University,['gu.nic.in'],['http://www.gu.nic.in/'],,2
Tilak Maharashtra Vidyapeeth,['tmv.edu.in'],['http://www.tmv.edu.in/'],,2
Symbiosis International University,['siu.edu.in'],['http://www.siu.edu.in/'],,2
University of Music and Fine Arts,['iksvv.com'],['http://www.iksvv.com/'],"music@unm.edu, 277-4817,04 2570 1 , 87131-0001 ,277-2126 ,277-2127 ",2
The New College,['thenewcollege.edu.in'],['http://www.thenewcollege.edu.in/'], 487-4750 ,2
Vinayaka Mission's Research Foundation-Deemed University,['vinayakamissions.com'],['http://www.vinayakamissions.com/'],,2
Technique Polytechnic Institute,['techniqueedu.com'],['https://www.techniqueedu.com/'],,2
"ICFAI University, Dehradun",['iudehradun.edu.in'],['https://www.iudehradun.edu.in/'],"admissions@iudehradun.edu.in, 1800-120-8727 ",2
Goa University,['unigoa.ac.in'],['http://www.unigoa.ac.in/'],,2
Vidyasagar University,['vidyasagar.ac.in'],['http://www.vidyasagar.ac.in/'],"vidya295@mail.vidyasagar.ac.in, 03222276554",2
Manipal University,['manipal.edu'],['http://www.manipal.edu/'],,2
Kohinoor School of Hospitality Management,['kimi.kohinoor.ac.in'],['http://kimi.kohinoor.ac.in/'],,2
Chennai Institute of Technology,['citchennai.edu.in'],['https://www.citchennai.edu.in/'],,2
"University of Agricultural Sciences, Dharwad",['uasd.net'],['http://www.uasd.net/'],,2
